*Panel elements
PID=1, EIDs = 72420, 72421, 72451, 72450
PID=2, EIDs = 72424, 72455, 72425, 72454

Time (s),σx (PID=1),σy (PID=1),τxy (PID=1),UF (PID=1),Buckling Safety (PID=1),σx (PID=2),σy (PID=2),τxy (PID=2),UF (PID=2),Buckling Safety (PID=2)
194.14,5.878,-38.251,6.520,0.009823,Pass,9.235,-34.824,2.858,0.015067,Pass
194.15,5.823,-38.891,6.537,0.009732,Pass,9.180,-35.415,2.861,0.014957,Pass
194.16,5.769,-39.518,6.550,0.009641,Pass,9.125,-35.987,2.859,0.014848,Pass
194.18,5.717,-40.109,6.562,0.009555,Pass,9.074,-36.521,2.857,0.014745,Pass
194.19,5.671,-40.644,6.573,0.009478,Pass,9.028,-37.001,2.855,0.014654,Pass
194.20,5.634,-41.082,6.577,0.009413,Pass,8.991,-37.388,2.849,0.014577,Pass
194.21,5.606,-41.408,6.573,0.009362,Pass,8.963,-37.673,2.838,0.014520,Pass
194.23,5.589,-41.608,6.566,0.009329,Pass,8.947,-37.845,2.827,0.014486,Pass
194.24,5.584,-41.671,6.549,0.009313,Pass,8.942,-37.894,2.809,0.014473,Pass
194.25,5.589,-41.612,6.518,0.009309,Pass,8.948,-37.837,2.783,0.014481,Pass
194.26,5.606,-41.418,6.474,0.009320,Pass,8.967,-37.662,2.747,0.014511,Pass
194.27,5.634,-41.107,6.419,0.009345,Pass,8.995,-37.383,2.703,0.014559,Pass
194.29,5.667,-40.723,6.356,0.009378,Pass,9.029,-37.044,2.654,0.014619,Pass
194.30,5.706,-40.276,6.285,0.009417,Pass,9.069,-36.652,2.599,0.014689,Pass
194.31,5.747,-39.807,6.218,0.009461,Pass,9.111,-36.244,2.547,0.014763,Pass
194.32,5.786,-39.360,6.149,0.009502,Pass,9.151,-35.858,2.495,0.014834,Pass
194.34,5.822,-38.942,6.077,0.009537,Pass,9.189,-35.500,2.438,0.014900,Pass
194.35,5.853,-38.587,5.998,0.009560,Pass,9.220,-35.197,2.372,0.014952,Pass
194.36,5.873,-38.354,5.912,0.009563,Pass,9.241,-35.004,2.296,0.014983,Pass
194.38,5.885,-38.211,5.822,0.009550,Pass,9.254,-34.887,2.213,0.014997,Pass
194.39,5.887,-38.187,5.732,0.009519,Pass,9.257,-34.876,2.126,0.014989,Pass
194.40,5.878,-38.301,5.641,0.009468,Pass,9.248,-34.986,2.035,0.014958,Pass
194.41,5.860,-38.510,5.557,0.009404,Pass,9.230,-35.178,1.947,0.014912,Pass
194.43,5.834,-38.813,5.483,0.009330,Pass,9.204,-35.452,1.867,0.014849,Pass
194.44,5.797,-39.233,5.410,0.009239,Pass,9.169,-35.831,1.784,0.014768,Pass
194.45,5.756,-39.714,5.336,0.009139,Pass,9.128,-36.263,1.700,0.014677,Pass
194.46,5.710,-40.248,5.266,0.009033,Pass,9.082,-36.744,1.617,0.014576,Pass
194.48,5.660,-40.825,5.203,0.008922,Pass,9.033,-37.266,1.541,0.014470,Pass
194.49,5.608,-41.428,5.142,0.008809,Pass,8.981,-37.817,1.467,0.014360,Pass
194.50,5.557,-42.016,5.075,0.008696,Pass,8.931,-38.358,1.387,0.014253,Pass
194.51,5.505,-42.608,5.006,0.008582,Pass,8.881,-38.908,1.305,0.014146,Pass
194.52,5.455,-43.189,4.942,0.008472,Pass,8.831,-39.456,1.229,0.014041,Pass
194.54,5.407,-43.740,4.876,0.008366,Pass,8.784,-39.982,1.152,0.013942,Pass
194.55,5.362,-44.248,4.812,0.008268,Pass,8.740,-40.475,1.079,0.013850,Pass
194.56,5.320,-44.730,4.687,0.008155,Pass,8.699,-40.948,1.007,0.013764,Pass
194.57,5.283,-45.145,4.624,0.008072,Pass,8.663,-41.363,0.937,0.013689,Pass
194.59,5.252,-45.498,4.577,0.008003,Pass,8.632,-41.723,0.886,0.013624,Pass
194.60,5.224,-45.820,4.542,0.007943,Pass,8.604,-42.055,0.847,0.013567,Pass
194.61,5.202,-46.066,4.517,0.007897,Pass,8.583,-42.315,0.818,0.013524,Pass
194.63,5.189,-46.213,4.507,0.007872,Pass,8.569,-42.477,0.807,0.013496,Pass
194.64,5.182,-46.285,4.516,0.007863,Pass,8.563,-42.566,0.816,0.013484,Pass
194.65,5.184,-46.266,4.560,0.007879,Pass,8.564,-42.563,0.861,0.013489,Pass
194.66,5.196,-46.126,4.621,0.007918,Pass,8.575,-42.439,0.925,0.013515,Pass
194.68,5.215,-45.900,4.714,0.007981,Pass,8.594,-42.227,1.023,0.013558,Pass
194.69,5.243,-45.591,4.902,0.008089,Pass,8.621,-41.931,1.157,0.013620,Pass
194.70,5.278,-45.188,5.038,0.008195,Pass,8.655,-41.540,1.300,0.013699,Pass
194.71,5.321,-44.701,5.207,0.008327,Pass,8.696,-41.064,1.479,0.013797,Pass
194.73,5.369,-44.154,5.385,0.008473,Pass,8.743,-40.528,1.668,0.013909,Pass
194.74,5.419,-43.582,5.584,0.008634,Pass,8.792,-39.966,1.878,0.014031,Pass
194.75,5.470,-42.998,5.799,0.008805,Pass,8.842,-39.393,2.103,0.014159,Pass
194.76,5.523,-42.395,6.013,0.008982,Pass,8.893,-38.803,2.328,0.014294,Pass
194.77,5.574,-41.812,6.224,0.009157,Pass,8.942,-38.233,2.549,0.014427,Pass
194.79,5.620,-41.281,6.420,0.009322,Pass,8.987,-37.717,2.755,0.014552,Pass
194.80,5.663,-40.794,6.602,0.009476,Pass,9.028,-37.247,2.947,0.014670,Pass
194.81,5.700,-40.367,6.762,0.009613,Pass,9.063,-36.838,3.114,0.014775,Pass
194.82,5.731,-40.012,6.896,0.009728,Pass,9.092,-36.503,3.254,0.014862,Pass
194.84,5.755,-39.733,7.011,0.009824,Pass,9.115,-36.246,3.373,0.014932,Pass
194.85,5.771,-39.548,7.091,0.009890,Pass,9.129,-36.083,3.883,0.015084,Pass
194.86,5.779,-39.444,7.155,0.009935,Pass,9.136,-35.999,3.947,0.015115,Pass
194.88,5.780,-39.428,7.200,0.009958,Pass,9.135,-36.002,3.991,0.015124,Pass
194.89,5.773,-39.506,7.227,0.009958,Pass,9.126,-36.094,4.016,0.015114,Pass
194.90,5.760,-39.640,7.245,0.009944,Pass,9.112,-36.240,4.029,0.015089,Pass
194.91,5.742,-39.844,7.254,0.009916,Pass,9.093,-36.450,4.032,0.015051,Pass
194.93,5.720,-40.090,7.251,0.009875,Pass,9.069,-36.697,4.021,0.015001,Pass
194.94,5.694,-40.379,7.245,0.009827,Pass,9.042,-36.980,4.007,0.014943,Pass
194.95,5.668,-40.678,7.234,0.009774,Pass,9.014,-37.268,3.986,0.014881,Pass
194.96,5.643,-40.961,7.219,0.009724,Pass,8.987,-37.533,3.962,0.014822,Pass
194.98,5.622,-41.200,7.190,0.009672,Pass,8.965,-37.753,3.924,0.014768,Pass
194.99,5.608,-41.361,7.150,0.009629,Pass,8.949,-37.893,3.447,0.014619,Pass
195.00,5.601,-41.447,7.100,0.009592,Pass,8.940,-37.957,3.391,0.014589,Pass
195.01,5.600,-41.454,7.045,0.009566,Pass,8.939,-37.945,3.332,0.014573,Pass
195.02,5.608,-41.370,6.981,0.009549,Pass,8.945,-37.845,3.266,0.014571,Pass
195.04,5.624,-41.192,6.915,0.009547,Pass,8.959,-37.658,3.200,0.014586,Pass
195.05,5.644,-40.960,6.843,0.009550,Pass,8.978,-37.421,3.130,0.014609,Pass
195.06,5.673,-40.635,6.752,0.009560,Pass,9.006,-37.100,3.044,0.014645,Pass
195.07,5.707,-40.247,6.654,0.009577,Pass,9.039,-36.723,2.951,0.014693,Pass
195.09,5.743,-39.836,6.554,0.009596,Pass,9.074,-36.331,2.859,0.014745,Pass
195.10,5.783,-39.372,6.447,0.009622,Pass,9.113,-35.895,2.761,0.014806,Pass
195.11,5.825,-38.893,6.336,0.009649,Pass,9.155,-35.451,2.660,0.014870,Pass
195.13,5.867,-38.410,6.229,0.009680,Pass,9.196,-35.007,2.563,0.014935,Pass
195.14,5.906,-37.954,6.129,0.009709,Pass,9.235,-34.595,2.475,0.014999,Pass
195.15,5.945,-37.502,6.038,0.009742,Pass,9.274,-34.190,2.394,0.015063,Pass
195.16,5.978,-37.115,5.963,0.009772,Pass,9.307,-33.849,2.329,0.015120,Pass
195.18,6.007,-36.783,5.907,0.009801,Pass,9.336,-33.559,2.281,0.015171,Pass
195.19,6.025,-36.565,5.876,0.009822,Pass,9.355,-33.375,2.257,0.015205,Pass
195.20,6.034,-36.456,5.856,0.009831,Pass,9.364,-33.290,2.240,0.015221,Pass
195.21,6.035,-36.441,5.851,0.009831,Pass,9.365,-33.285,2.236,0.015223,Pass
195.23,6.024,-36.570,5.855,0.009812,Pass,9.354,-33.411,2.237,0.015201,Pass
195.24,6.003,-36.807,5.866,0.009778,Pass,9.333,-33.630,2.241,0.015160,Pass
195.25,5.973,-37.160,5.879,0.009728,Pass,9.303,-33.951,2.245,0.015099,Pass
195.26,5.934,-37.607,5.896,0.009665,Pass,9.264,-34.354,2.249,0.015021,Pass
195.27,5.885,-38.168,5.921,0.009588,Pass,9.215,-34.859,2.259,0.014926,Pass
195.29,5.830,-38.806,5.948,0.009499,Pass,9.160,-35.433,2.268,0.014817,Pass
195.30,5.771,-39.480,5.972,0.009405,Pass,9.102,-36.039,2.274,0.014701,Pass
195.31,5.712,-40.162,5.989,0.009307,Pass,9.042,-36.653,2.272,0.014582,Pass
195.32,5.653,-40.843,5.999,0.009206,Pass,8.983,-37.270,2.263,0.014463,Pass
195.34,5.598,-41.476,5.998,0.009108,Pass,8.928,-37.845,2.246,0.014352,Pass
195.35,5.551,-42.014,5.979,0.009018,Pass,8.881,-38.338,2.213,0.014254,Pass
195.36,5.514,-42.440,5.943,0.008939,Pass,8.844,-38.733,2.166,0.014173,Pass
195.38,5.487,-42.757,5.891,0.008870,Pass,8.817,-39.032,2.105,0.014110,Pass
195.39,5.472,-42.928,5.818,0.008815,Pass,8.802,-39.202,2.029,0.014070,Pass
195.40,5.471,-42.933,5.729,0.008780,Pass,8.801,-39.223,1.940,0.014057,Pass
195.41,5.483,-42.798,5.625,0.008761,Pass,8.813,-39.118,1.841,0.014068,Pass
195.43,5.508,-42.501,5.512,0.008764,Pass,8.839,-38.864,1.736,0.014107,Pass
195.44,5.546,-42.067,5.395,0.008788,Pass,8.877,-38.485,1.631,0.014170,Pass
195.45,5.593,-41.524,5.283,0.008832,Pass,8.924,-38.003,1.534,0.014253,Pass
195.46,5.648,-40.894,5.178,0.008892,Pass,8.979,-37.439,1.446,0.014354,Pass
195.48,5.709,-40.194,5.089,0.008969,Pass,9.040,-36.805,1.375,0.014468,Pass
195.49,5.772,-39.470,5.017,0.009057,Pass,9.103,-36.143,1.321,0.014590,Pass
195.50,5.835,-38.742,4.965,0.009153,Pass,9.166,-35.470,1.287,0.014713,Pass
195.51,5.895,-38.055,4.934,0.009250,Pass,9.226,-34.831,1.273,0.014832,Pass
195.52,5.952,-37.407,4.924,0.009349,Pass,9.283,-34.220,1.279,0.014945,Pass
195.54,6.003,-36.817,4.939,0.009446,Pass,9.334,-33.656,1.306,0.015051,Pass
195.55,6.046,-36.334,4.976,0.009535,Pass,9.376,-33.186,1.354,0.015140,Pass
195.56,6.079,-35.962,5.034,0.009614,Pass,9.409,-32.818,1.420,0.015212,Pass
195.57,6.103,-35.690,5.108,0.009682,Pass,9.433,-32.539,1.499,0.015267,Pass
195.59,6.115,-35.556,5.196,0.009734,Pass,9.445,-32.390,1.589,0.015301,Pass
195.60,6.116,-35.556,5.303,0.009773,Pass,9.445,-32.368,1.695,0.015314,Pass
195.61,6.105,-35.687,5.428,0.009797,Pass,9.435,-32.472,1.816,0.015306,Pass
195.63,6.082,-35.948,5.566,0.009807,Pass,9.412,-32.703,1.949,0.015278,Pass
195.64,6.049,-36.334,5.705,0.009799,Pass,9.379,-33.058,2.080,0.015229,Pass
195.65,6.007,-36.816,5.844,0.009777,Pass,9.338,-33.509,2.208,0.015163,Pass
195.66,5.954,-37.418,5.976,0.009734,Pass,9.286,-34.079,2.328,0.015078,Pass
195.68,5.895,-38.107,6.098,0.009676,Pass,9.227,-34.735,2.436,0.014976,Pass
195.69,5.829,-38.855,6.203,0.009602,Pass,9.162,-35.452,2.526,0.014861,Pass
195.70,5.762,-39.622,6.296,0.009521,Pass,9.096,-36.192,2.604,0.014743,Pass
195.71,5.697,-40.373,6.367,0.009434,Pass,9.031,-36.918,2.661,0.014623,Pass
195.73,5.631,-41.117,6.422,0.009342,Pass,8.968,-37.640,2.703,0.014505,Pass
195.74,5.575,-41.765,6.456,0.009257,Pass,8.912,-38.271,2.725,0.014398,Pass
195.75,5.525,-42.338,6.480,0.009179,Pass,8.863,-38.830,2.740,0.014305,Pass
195.76,5.483,-42.818,6.499,0.009113,Pass,8.823,-39.300,2.751,0.014227,Pass
195.77,5.454,-43.150,6.512,0.009068,Pass,8.796,-39.627,2.760,0.014174,Pass
195.79,5.433,-43.384,6.525,0.009038,Pass,8.777,-39.859,2.772,0.014140,Pass
195.80,5.425,-43.477,6.539,0.009029,Pass,8.772,-39.954,2.787,0.014132,Pass
195.81,5.429,-43.443,6.557,0.009043,Pass,8.777,-39.925,2.810,0.014146,Pass
195.82,5.442,-43.299,6.587,0.009079,Pass,8.791,-39.789,2.846,0.014182,Pass
195.84,5.459,-43.097,6.629,0.009129,Pass,8.812,-39.596,2.897,0.014231,Pass
195.85,5.484,-42.822,6.684,0.009196,Pass,8.838,-39.332,2.961,0.014296,Pass
195.86,5.512,-42.509,6.747,0.009273,Pass,8.868,-39.031,3.034,0.014369,Pass
195.88,5.542,-42.162,6.817,0.009358,Pass,8.900,-38.697,3.115,0.014450,Pass
195.89,5.572,-41.823,6.886,0.009443,Pass,8.932,-38.372,3.196,0.014530,Pass
195.90,5.599,-41.513,6.954,0.009521,Pass,8.961,-38.074,3.273,0.014604,Pass
195.91,5.622,-41.260,7.011,0.009588,Pass,8.985,-37.832,3.340,0.014667,Pass
195.93,5.639,-41.070,7.054,0.009638,Pass,9.003,-37.651,3.389,0.014714,Pass
195.94,5.649,-40.952,7.078,0.009668,Pass,9.015,-37.542,3.420,0.014746,Pass
195.95,5.652,-40.924,7.087,0.009676,Pass,9.020,-37.520,3.432,0.014756,Pass
195.96,5.646,-40.996,7.081,0.009663,Pass,9.015,-37.596,3.427,0.014746,Pass
195.98,5.629,-41.190,7.066,0.009626,Pass,8.999,-37.790,3.412,0.014712,Pass
195.99,5.601,-41.503,7.039,0.009565,Pass,8.974,-38.099,3.380,0.014653,Pass
196.00,5.565,-41.916,7.004,0.009484,Pass,8.939,-38.505,3.339,0.014575,Pass
196.01,5.522,-42.410,6.969,0.009392,Pass,8.897,-38.989,3.296,0.014482,Pass
196.02,5.472,-42.985,6.939,0.009290,Pass,8.847,-39.550,3.256,0.014375,Pass
196.04,5.415,-43.624,6.911,0.009178,Pass,8.793,-40.172,3.215,0.014259,Pass
196.05,5.356,-44.305,6.887,0.009062,Pass,8.734,-40.832,3.177,0.014135,Pass
196.06,5.297,-44.969,6.873,0.008954,Pass,8.677,-41.474,3.150,0.014016,Pass
196.07,5.241,-45.621,6.866,0.008853,Pass,8.621,-42.101,3.130,0.013901,Pass
196.09,5.187,-46.237,6.872,0.008761,Pass,8.568,-42.692,3.123,0.013796,Pass
196.10,5.139,-46.777,6.885,0.008686,Pass,8.521,-43.206,3.125,0.013705,Pass
196.11,5.098,-47.248,6.909,0.008625,Pass,8.481,-43.653,3.139,0.013629,Pass
196.13,5.067,-47.605,6.935,0.008583,Pass,8.450,-43.987,3.156,0.013572,Pass
196.14,5.045,-47.857,6.965,0.008560,Pass,8.429,-44.219,3.180,0.013536,Pass
196.15,5.035,-47.979,6.993,0.008554,Pass,8.419,-44.326,3.205,0.013520,Pass
196.16,5.035,-47.979,7.013,0.008564,Pass,8.418,-44.316,3.224,0.013524,Pass
196.18,5.045,-47.861,7.024,0.008587,Pass,8.429,-44.194,3.237,0.013547,Pass
196.19,5.066,-47.629,7.028,0.008624,Pass,8.449,-43.966,3.245,0.013589,Pass
196.20,5.098,-47.261,7.027,0.008679,Pass,8.481,-43.612,3.251,0.013652,Pass
196.21,5.138,-46.799,7.013,0.008742,Pass,8.520,-43.171,3.246,0.013728,Pass
196.23,5.185,-46.265,6.991,0.008813,Pass,8.566,-42.668,3.235,0.013817,Pass
196.24,5.239,-45.647,6.957,0.008891,Pass,8.619,-42.087,3.214,0.013915,Pass
196.25,5.296,-44.986,6.915,0.008971,Pass,8.675,-41.473,3.186,0.014021,Pass
196.26,5.356,-44.297,6.864,0.009053,Pass,8.734,-40.835,3.150,0.014128,Pass
196.27,5.415,-43.615,6.802,0.009128,Pass,8.792,-40.209,3.103,0.014233,Pass
196.29,5.472,-42.955,6.729,0.009195,Pass,8.848,-39.605,3.044,0.014332,Pass
196.30,5.526,-42.333,6.648,0.009254,Pass,8.900,-39.039,2.976,0.014422,Pass
196.31,5.574,-41.776,6.559,0.009300,Pass,8.947,-38.534,2.899,0.014499,Pass
196.32,5.616,-41.289,6.462,0.009332,Pass,8.987,-38.094,2.811,0.014563,Pass
196.34,5.652,-40.878,6.359,0.009351,Pass,9.020,-37.722,2.716,0.014612,Pass
196.35,5.679,-40.562,6.262,0.009358,Pass,9.046,-37.439,2.624,0.014646,Pass
196.36,5.698,-40.335,6.172,0.009356,Pass,9.064,-37.236,2.537,0.014667,Pass
196.38,5.710,-40.201,6.084,0.009340,Pass,9.073,-37.116,2.449,0.014671,Pass
196.39,5.715,-40.141,6.004,0.009317,Pass,9.076,-37.061,2.367,0.014664,Pass
196.40,5.712,-40.169,5.934,0.009285,Pass,9.072,-37.086,2.293,0.014643,Pass
196.41,5.703,-40.270,5.873,0.009245,Pass,9.061,-37.176,2.226,0.014613,Pass
196.43,5.690,-40.413,5.828,0.009205,Pass,9.048,-37.303,2.175,0.014578,Pass
196.44,5.676,-40.576,5.805,0.009170,Pass,9.032,-37.448,2.144,0.014543,Pass
196.45,5.661,-40.742,5.798,0.009142,Pass,9.016,-37.595,2.130,0.014509,Pass
196.46,5.647,-40.907,5.801,0.009117,Pass,9.001,-37.742,2.127,0.014478,Pass
196.48,5.633,-41.066,5.808,0.009095,Pass,8.986,-37.883,2.127,0.014450,Pass
196.49,5.622,-41.187,5.826,0.009082,Pass,8.975,-37.991,2.140,0.014429,Pass
196.50,5.614,-41.271,5.852,0.009079,Pass,8.968,-38.065,2.163,0.014417,Pass
196.51,5.610,-41.311,5.880,0.009084,Pass,8.964,-38.103,2.189,0.014414,Pass
196.52,5.610,-41.320,5.918,0.009097,Pass,8.963,-38.112,2.227,0.014418,Pass
196.54,5.612,-41.286,5.963,0.009120,Pass,8.966,-38.085,2.273,0.014431,Pass
196.55,5.617,-41.227,6.020,0.009151,Pass,8.971,-38.038,2.331,0.014450,Pass
196.56,5.622,-41.166,6.085,0.009186,Pass,8.977,-37.989,2.398,0.014471,Pass
196.57,5.627,-41.108,6.164,0.009226,Pass,8.982,-37.946,2.479,0.014494,Pass
196.59,5.630,-41.068,6.248,0.009267,Pass,8.986,-37.920,2.565,0.014516,Pass
196.60,5.631,-41.055,6.333,0.009304,Pass,8.986,-37.916,2.650,0.014533,Pass
196.61,5.630,-41.065,6.411,0.009335,Pass,8.986,-37.933,2.729,0.014545,Pass
196.63,5.626,-41.105,6.491,0.009362,Pass,8.981,-37.976,2.807,0.014551,Pass
196.64,5.619,-41.186,6.563,0.009381,Pass,8.974,-38.053,2.877,0.014550,Pass
196.65,5.610,-41.292,6.633,0.009396,Pass,8.964,-38.151,2.943,0.014543,Pass
196.66,5.599,-41.419,6.698,0.009405,Pass,8.953,-38.266,3.004,0.014532,Pass
196.68,5.588,-41.542,6.741,0.009405,Pass,8.941,-38.373,3.042,0.014517,Pass
196.69,5.577,-41.671,6.777,0.009402,Pass,8.930,-38.485,3.073,0.014500,Pass
196.70,5.568,-41.777,6.790,0.009391,Pass,8.920,-38.573,3.081,0.014482,Pass
196.71,5.562,-41.849,6.775,0.009375,Pass,8.913,-38.627,3.063,0.014464,Pass
196.73,5.558,-41.898,6.740,0.009352,Pass,8.908,-38.662,3.025,0.014447,Pass
196.74,5.559,-41.891,6.686,0.009329,Pass,8.908,-38.646,2.968,0.014436,Pass
196.75,5.565,-41.827,6.617,0.009308,Pass,8.913,-38.579,2.898,0.014432,Pass
196.76,5.577,-41.690,6.534,0.009294,Pass,8.924,-38.448,2.817,0.014438,Pass
196.77,5.592,-41.510,6.453,0.009286,Pass,8.939,-38.281,2.739,0.014455,Pass
196.79,5.616,-41.242,6.376,0.009294,Pass,8.962,-38.037,2.668,0.014488,Pass
196.80,5.644,-40.918,6.304,0.009314,Pass,8.990,-37.745,2.604,0.014532,Pass
196.81,5.678,-40.527,6.238,0.009347,Pass,9.024,-37.394,2.548,0.014589,Pass
196.82,5.715,-40.096,6.177,0.009387,Pass,9.061,-37.008,2.498,0.014656,Pass
196.84,5.758,-39.605,6.116,0.009438,Pass,9.104,-36.566,2.450,0.014733,Pass
196.85,5.802,-39.090,6.052,0.009492,Pass,9.149,-36.100,2.399,0.014815,Pass
196.86,5.846,-38.590,5.991,0.009545,Pass,9.194,-35.647,2.353,0.014897,Pass
196.88,5.890,-38.086,5.935,0.009602,Pass,9.238,-35.186,2.311,0.014979,Pass
196.89,5.930,-37.627,5.886,0.009654,Pass,9.279,-34.763,2.274,0.015056,Pass
196.90,5.963,-37.253,5.838,0.009695,Pass,9.313,-34.415,2.238,0.015119,Pass
196.91,5.987,-36.971,5.783,0.009718,Pass,9.340,-34.147,2.192,0.015165,Pass
196.93,6.004,-36.780,5.727,0.009727,Pass,9.358,-33.960,2.141,0.015194,Pass
196.94,6.008,-36.743,5.674,0.009714,Pass,9.363,-33.912,2.091,0.015197,Pass
196.95,5.999,-36.855,5.625,0.009679,Pass,9.355,-34.002,2.040,0.015175,Pass
196.96,5.976,-37.125,5.561,0.009614,Pass,9.334,-34.238,1.971,0.015123,Pass
196.98,5.941,-37.532,5.472,0.009519,Pass,9.300,-34.600,1.874,0.015043,Pass
196.99,5.892,-38.105,5.372,0.009395,Pass,9.253,-35.119,1.762,0.014934,Pass
197.00,5.833,-38.794,5.266,0.009252,Pass,9.195,-35.751,1.641,0.014805,Pass
197.01,5.765,-39.583,5.152,0.009090,Pass,9.129,-36.481,1.510,0.014659,Pass
197.02,5.689,-40.451,5.028,0.008914,Pass,9.056,-37.290,1.368,0.014499,Pass
197.04,5.610,-41.361,4.898,0.008732,Pass,8.979,-38.146,1.219,0.014333,Pass
197.05,5.529,-42.291,4.761,0.008545,Pass,8.900,-39.027,1.064,0.014166,Pass
197.06,5.449,-43.210,4.570,0.008345,Pass,8.823,-39.904,0.915,0.014002,Pass
197.07,5.374,-44.076,4.443,0.008175,Pass,8.750,-40.738,0.772,0.013850,Pass
197.09,5.304,-44.877,4.324,0.008018,Pass,8.682,-41.514,0.640,0.013711,Pass
197.10,5.242,-45.580,4.220,0.007882,Pass,8.624,-42.201,0.527,0.013591,Pass
197.11,5.190,-46.174,4.126,0.007765,Pass,8.575,-42.787,0.424,0.013491,Pass
197.13,5.152,-46.616,4.031,0.007673,Pass,8.538,-43.227,0.325,0.013417,Pass
197.14,5.123,-46.940,3.942,0.007600,Pass,8.513,-43.553,0.234,0.013365,Pass
197.15,5.106,-47.138,3.871,0.007552,Pass,8.498,-43.755,0.164,0.013336,Pass
197.16,5.099,-47.220,3.829,0.007530,Pass,8.494,-43.841,-0.011,0.013327,Pass
197.18,5.102,-47.188,3.812,0.007530,Pass,8.500,-43.815,-0.024,0.013338,Pass
197.19,5.113,-47.072,3.826,0.007552,Pass,8.512,-43.703,0.134,0.013363,Pass
197.20,5.129,-46.894,3.868,0.007590,Pass,8.530,-43.526,0.183,0.013399,Pass
197.21,5.151,-46.653,3.921,0.007642,Pass,8.554,-43.283,0.244,0.013446,Pass
197.23,5.175,-46.379,4.001,0.007705,Pass,8.580,-43.005,0.333,0.013499,Pass
197.24,5.201,-46.096,4.111,0.007779,Pass,8.606,-42.716,0.451,0.013554,Pass
197.25,5.223,-45.845,4.244,0.007855,Pass,8.631,-42.458,0.592,0.013607,Pass
197.26,5.246,-45.594,4.398,0.007939,Pass,8.654,-42.197,0.752,0.013660,Pass
197.27,5.262,-45.415,4.578,0.008021,Pass,8.671,-42.009,0.937,0.013704,Pass
197.29,5.275,-45.272,4.839,0.008124,Pass,8.685,-41.860,1.142,0.013745,Pass
197.30,5.282,-45.199,5.047,0.008205,Pass,8.692,-41.782,1.354,0.013778,Pass
197.31,5.284,-45.177,5.260,0.008281,Pass,8.695,-41.755,1.569,0.013804,Pass
197.32,5.281,-45.210,5.474,0.008353,Pass,8.692,-41.787,1.784,0.013823,Pass
197.34,5.273,-45.312,5.685,0.008416,Pass,8.684,-41.889,1.995,0.013833,Pass
197.35,5.257,-45.489,5.898,0.008471,Pass,8.669,-42.066,2.208,0.013833,Pass
197.36,5.238,-45.713,6.119,0.008525,Pass,8.650,-42.290,2.426,0.013828,Pass
197.38,5.214,-45.976,6.328,0.008571,Pass,8.627,-42.554,2.631,0.013818,Pass
197.39,5.191,-46.249,6.524,0.008614,Pass,8.603,-42.826,2.824,0.013806,Pass
197.40,5.166,-46.535,6.700,0.008647,Pass,8.578,-43.109,2.995,0.013790,Pass
197.41,5.141,-46.816,6.856,0.008675,Pass,8.554,-43.385,3.146,0.013773,Pass
197.43,5.119,-47.069,6.988,0.008697,Pass,8.532,-43.631,3.275,0.013757,Pass
197.44,5.099,-47.297,7.099,0.008715,Pass,8.512,-43.847,3.381,0.013742,Pass
197.45,5.081,-47.499,7.196,0.008731,Pass,8.495,-44.037,3.475,0.013730,Pass
197.46,5.072,-47.608,7.267,0.008749,Pass,8.486,-44.133,3.544,0.013727,Pass
197.48,5.067,-47.667,7.312,0.008762,Pass,8.481,-44.179,4.034,0.013841,Pass
197.49,5.067,-47.674,7.350,0.008780,Pass,8.480,-44.174,4.073,0.013851,Pass
197.50,5.070,-47.635,7.381,0.008802,Pass,8.484,-44.124,4.105,0.013867,Pass
197.51,5.081,-47.523,7.400,0.008828,Pass,8.494,-44.007,4.127,0.013893,Pass
197.52,5.093,-47.387,7.416,0.008857,Pass,8.507,-43.869,4.146,0.013922,Pass
197.54,5.108,-47.210,7.420,0.008886,Pass,8.522,-43.694,4.154,0.013955,Pass
197.55,5.128,-46.989,7.414,0.008917,Pass,8.542,-43.481,4.153,0.013993,Pass
197.56,5.147,-46.765,7.403,0.008945,Pass,8.561,-43.271,4.148,0.014029,Pass
197.57,5.168,-46.530,7.383,0.008971,Pass,8.581,-43.055,4.135,0.014066,Pass
197.59,5.187,-46.311,7.352,0.008988,Pass,8.600,-42.857,4.109,0.014096,Pass
197.60,5.207,-46.073,7.303,0.009000,Pass,8.620,-42.646,4.067,0.014124,Pass
197.61,5.224,-45.880,7.255,0.009006,Pass,8.637,-42.480,4.025,0.014146,Pass
197.63,5.240,-45.695,7.196,0.009005,Pass,8.653,-42.325,3.972,0.014163,Pass
197.64,5.254,-45.526,7.124,0.008996,Pass,8.667,-42.185,3.461,0.014064,Pass
197.65,5.264,-45.413,7.043,0.008974,Pass,8.676,-42.098,3.385,0.014066,Pass
197.66,5.270,-45.342,6.959,0.008946,Pass,8.682,-42.049,3.305,0.014059,Pass
197.68,5.270,-45.336,6.868,0.008905,Pass,8.682,-42.059,3.215,0.014040,Pass
197.69,5.267,-45.378,6.775,0.008856,Pass,8.678,-42.110,3.123,0.014012,Pass
197.70,5.258,-45.470,6.682,0.008800,Pass,8.670,-42.206,3.029,0.013977,Pass
197.71,5.249,-45.581,6.596,0.008746,Pass,8.660,-42.316,2.941,0.013939,Pass
197.73,5.235,-45.738,6.517,0.008687,Pass,8.646,-42.466,2.859,0.013897,Pass
